-71.345312908,-17.645825113
-70.76239889,-17.61383167
-70.03211577,-17.47471754
-70.25039889,-17.26818803
-72.01544312,-17.0292752
-70.97005505,-16.67392404
-72.71161298,-16.62491755
-69.09257008,-16.24426815
-69.45923452,-16.21332269
-69.63859877,-16.08686592
-72.49208649,-16.07660363
-72.65146622,-15.8392378
-73.36540868,-15.77213819
-71.60198249,-15.63674194
-70.13553739,-15.49323216
-70.36754564,-15.36467853
-69.49989614,-15.36071216
-73.34436311,-15.27887321
-72.88816225,-15.21290805
-69.76143802,-15.2041154
-73.78089374,-15.01697752
-69.86856039,-14.91416004
-70.19534289,-14.90852428
-70.59009038,-14.88182942
-74.93704615,-14.8275594
-71.41288314,-14.79311928
-74.12419819,-14.69404253
-75.18513226,-14.53374904
-72.08208239,-14.45016903
-72.87779202,-14.36475603
-69.46661477,-14.32301928
-73.24426751,-14.29471191
-71.226499142,-14.272991125
-71.43203327,-14.21694329
-72.70764095,-14.10538044
-70.4313564,-14.06845301
-73.83884087,-14.01125749
-72.1744466,-13.94619465
-74.33388289,-13.91988366
-71.68349439,-13.91920265
-71.84744051,-13.76132304
-74.06630109,-13.75245483
-76.20320928,-13.70989392
-71.62561322,-13.68795506
-73.3899109,-13.65640891
-73.95386777,-13.65302704
-74.14367707,-13.62932462
-75.35306965,-13.6044208
-73.72280447,-13.51802722
-72.14879046,-13.47159316
-76.13260585,-13.41759332
-71.95605013,-13.32174829
-71.59672352,-13.31780491
-72.11599046,-13.30593022
-75.31914965,-13.28333829
-76.38742903,-13.07775016
-73.98111076,-13.01266571
-74.71854352,-12.98304978
-74.247891213,-12.939913448
-72.69287733,-12.86332266
-74.57118027,-12.84432478
-71.35890272,-12.83618166
-74.38755656,-12.73925898
-75.91868825,-12.45973429
-74.86842175,-12.3987926
-75.2876197,-12.06171144
-75.3129636,-11.91846227
-76.38606378,-11.84476441
-75.50052527,-11.77521628
-75.90003919,-11.51659417
-77.207186976,-11.495407273
-76.62473724,-11.46702028
-75.68777039,-11.41991821
-74.63700127,-11.25390265
-75.99307889,-11.16104266
-77.61040152,-11.10855265
-75.32820502,-11.05598621
-69.57741764,-10.94494366
-77.76079584,-10.75402494
-73.75483561,-10.72972729
-76.77306206,-10.66810336
-75.40462179,-10.57428264
-76.51662556,-10.49133323
-76.99300134,-10.4726833
-77.39679143,-10.40346472
-77.1567994,-10.15206613
-76.20446278,-10.1292297
-76.63161342,-10.07805837
-78.15227117,-10.06870661
-75.99429652,-9.89747595
-76.60839481,-9.85874366
-76.80130126,-9.82853207
-77.61071813,-9.78020557
-70.71008654,-9.77235992
-77.45614687,-9.722084882
-76.81552786,-9.54997196
-78.30544286,-9.47607993
-74.96594262,-9.37935836
-77.17095755,-9.34740104
-76.00028442,-9.29838119
-77.64629654,-9.28176454
-77.366042511,-9.162092849
-77.744906,-9.13989101
-77.01682676,-9.10103564
-77.32912977,-9.09435746
-78.59357234,-9.07454176
-77.81006258,-9.04858755
-76.9526168,-9.03786568
-75.5086237,-9.03687544
-77.35749107,-8.8649466
-77.4602514,-8.8205315
-77.14935042,-8.60439329
-77.89804083,-8.57042256
-77.6312206,-8.55458704
-78.75222202,-8.41427715
-78.00901572,-8.39290941
-77.29632102,-8.27593502
-76.51031276,-8.18864805
-78.17327133,-8.14536716
-78.48663451,-8.0425289
-78.56569871,-7.90250299
-78.048623458,-7.815552087
-79.10751502,-7.71379065
-78.04600251,-7.62374351
-78.81942291,-7.47945577
-79.50427765,-7.43205652
-78.80462726,-7.36612935
-75.00906072,-7.35052054
-78.17047055,-7.33606865
-79.42963328,-7.22728914
-76.72644242,-7.1804106
-77.70263615,-7.15387178
-78.82337069,-7.11834136
-76.58470096,-7.0668712
-78.85143349,-7.00044888
-76.771851596,-6.936411259
-76.33030096,-6.9206416
-78.14556339,-6.86553233
-79.90620927,-6.70410837
-78.51914578,-6.67954209
-79.78803991,-6.63922698
-78.94438562,-6.62613957
-76.69486503,-6.6139139
-78.65024461,-6.56157453
-76.35981815,-6.48771702
-76.5161846,-6.42183785
-77.4821999,-6.39590702
-78.81831305,-6.37735547
-77.95195967,-6.13903176
-77.16777252,-6.0626084
-77.79809916,-5.90432416
-76.104405351,-5.895268749
-78.4422019,-5.75441765
-78.80782547,-5.70880322
-78.53166353,-5.63906152
-80.82227528,-5.55754525
-79.4506261,-5.23900158
-79.00497127,-5.14625044
-80.16085341,-5.09655103
-81.11366746,-5.08512676
-73.856386,-5.06369292
-80.68738053,-4.8900439
-76.5545112,-4.8315686
-79.71523023,-4.64022578
-77.86447689,-4.59234702
-81.27182053,-4.57969115
-73.5754598,-4.50661633
-70.51679052,-3.9059914
-80.6762874,-3.68066765
-80.27502228,-3.5006804
-72.66825135,-2.44719667
